2022-11-01,54b7266d-cc05-4c7c-9581-b3fda566b777,Shampoo,55.0
2022-10-25,dcc3d10c-71a8-4a4f-8523-08e851decce8,Chips,6.3
2022-09-09,b52a4d01-8070-4201-8f85-43ec4edd0fee,Milk,21.2
2022-11-01,f39ae8df-4046-4b4e-9d25-438fdc859fb9,Fruits,15.5
2022-10-25,1b2f4f7c-956d-46b5-847d-11ffcd7de152,Chips,6.3
2022-09-22,6ecf5a6a-64f5-4f27-adbb-fcfce9702722,Shampoo,55.0
2022-11-23,09f79a35-d4e0-49e0-a6ac-08332689782b,Ice cream,30.0
2022-10-21,f236cfa0-6f0e-4a14-bc8c-3872bfada3ed,Chips,6.3
2022-10-29,4bd765ea-f9a9-43d1-be47-b4eff37187fb,Fruits,15.5
2022-09-23,7fd14981-8470-4f75-bd28-052943218bf0,Milk,21.2
2022-10-12,1685cd21-c529-48a6-8b25-b11a5b8f71a0,Shampoo,55.0
2022-10-12,b9dce7b9-8f09-49d6-a3c1-608335991909,Ice cream,30.0
2022-10-31,d9764d4b-54f7-4571-9a50-a3e4dab2267a,Shampoo,55.0
2022-11-06,c0210899-7d23-4f12-8758-c99b6b3d2354,Shampoo,55.0
2022-10-30,69248f42-9986-4784-970a-f58a2d714ef9,Chips,6.3
2022-09-10,a2334001-b7f0-4dae-84ae-d3b80aa70ec3,Chips,6.3
2022-11-08,b34000aa-eeb8-47c1-bcde-6f6521bbd946,Milk,21.2
2022-11-22,fdcdbb72-6cf0-45f7-a886-593123318b85,Fruits,15.5
2022-10-06,b9dce7b9-8f09-49d6-a3c1-608335991909,Shampoo,55.0
2022-11-17,88d6de68-e16e-49e8-8a29-c5a87986f468,Chips,6.3
2022-11-14,c886575b-585b-46f4-8b76-5e4fe2c1a1e3,Milk,21.2
2022-09-05,0d1ee1d6-5337-4f66-a5bd-275c6798c424,Fruits,15.5
2022-09-27,634ba8f0-dd1a-40e6-9b0a-c4db27641d4e,Ice cream,30.0
2022-11-13,5babf18a-caee-4c6d-b916-b8bff5bba54a,Chips,6.3
2022-09-13,450902ec-572d-4929-82b5-e9d6be4c95b1,Shampoo,55.0
2022-09-15,7f74a409-a756-4663-8421-748e122fb995,Ice cream,30.0
2022-09-03,3d12ae31-b8f3-4135-b6dd-f2606bf333d1,Ice cream,30.0
2022-09-17,9edde4a4-265f-4825-bd1d-f4ac718f7e7f,Shampoo,55.0
2022-11-27,b34000aa-eeb8-47c1-bcde-6f6521bbd946,Chips,6.3
2022-11-16,7003c699-dcad-4e77-ad9e-94e0c78c3314,Ice cream,30.0
2022-09-08,9dd805f8-0cbf-46f2-b0a6-cf0f9bd7c616,Fruits,15.5
2022-09-19,b3eec806-074f-42cf-b252-aaf2bd234e8b,Ice cream,30.0
2022-11-30,d989e1f4-afe3-49aa-8a05-a66749c36898,Fruits,15.5
2022-09-10,ff9b3da5-63b3-4545-86c7-de04871ea247,Shampoo,55.0
2022-09-13,f0c9c2af-7111-4852-ac0f-9e6f52da5da1,Ice cream,30.0
2022-09-11,18b9205a-583b-498b-b4c1-eb37064f2e48,Chips,6.3
2022-10-04,86784855-3d0e-4764-982e-9682c9df7dbb,Fruits,15.5
2022-11-23,3ac54315-c55b-45cf-a76d-a57eb2bc785d,Milk,21.2
2022-11-19,8960e223-0356-47f1-9cb4-e40ff813a167,Shampoo,55.0
2022-10-14,7fd14981-8470-4f75-bd28-052943218bf0,Fruits,15.5
2022-10-29,f932fe85-e559-4ebc-ba9c-cf62ce65859b,Ice cream,30.0
2022-10-30,381df786-d439-4ea1-ba1a-58d1c77fcd96,Fruits,15.5
2022-11-07,fab141ae-513f-4fd0-8407-93ea78fce9de,Chips,6.3
2022-11-22,949ba9e9-0f1d-48a0-994d-b1065a216cd0,Milk,21.2
2022-09-27,2749078c-f3b2-4b18-a05f-6529a24a9a1a,Milk,21.2
2022-09-02,0615f9b7-ba34-4c0d-8591-f2255b99fcb2,Chips,6.3
2022-10-27,a23402e3-20ae-4a57-a154-0e0e0b65c546,Chips,6.3
2022-09-15,d827015d-9722-4aa0-a001-cc259d6d9cb1,Chips,6.3
2022-09-19,d69c1bf7-4696-418a-99c1-b0a4d31ba0da,Fruits,15.5
2022-09-14,9ae2e24d-793b-43a1-ab33-98a99beaf777,Shampoo,55.0
2022-09-03,17e80c47-366b-4e54-827b-3d6f211b1071,Ice cream,30.0
2022-09-17,fd9dde0f-58ef-466b-a9f5-c94eaa78e161,Fruits,15.5
2022-09-09,48f93ac9-c935-42c3-a6e0-f2651bca77e2,Chips,6.3
2022-11-30,dc8feb9e-47c7-41c2-8ebe-53e9723617d5,Fruits,15.5
2022-09-06,0d1ee1d6-5337-4f66-a5bd-275c6798c424,Fruits,15.5
2022-11-08,460111c8-674e-4fdb-9136-de0e21919763,Shampoo,55.0
2022-11-01,e2b6bfba-8b1f-459f-a23d-a59499cf51f4,Fruits,15.5
2022-09-19,b70a7278-ea8d-4902-a3e7-6c5b26cfa42c,Chips,6.3
2022-09-16,ee85bb4b-a57e-42b7-af83-7b51c40286ce,Shampoo,55.0
2022-10-17,46cd203f-5a20-43f3-9f9e-a1a07c21d61f,Fruits,15.5
2022-10-11,0e79ba0d-f731-46af-8e8d-693d348a46be,Fruits,15.5
2022-11-16,5ddd46e4-9314-409b-8936-f56055fff31e,Shampoo,55.0
2022-11-20,39b1984b-4e3d-4f93-bbb1-5dd6ea2d967f,Ice cream,30.0
2022-11-21,4ab724ce-4b6f-4300-8e84-2ee0c947b702,Fruits,15.5
2022-09-29,a19d1858-0a96-4e38-bd5f-9dd728b3cb49,Shampoo,55.0
2022-11-26,eff36d27-b55b-47e9-b278-ffee36e24eca,Milk,21.2
2022-09-18,452a0c77-2fa9-49bd-a44f-a1ad659121bf,Ice cream,30.0
2022-09-29,a7b2f87c-a2fd-4cdc-a3a2-93e08a7c37d4,Ice cream,30.0
2022-10-03,28ed27ac-5d14-42e4-a770-0266e0109ad9,Ice cream,30.0
2022-11-07,6ffe518d-6ad9-4383-9c2d-9842e78eac1e,Milk,21.2
2022-09-30,a5384709-aeb0-49f7-b695-4e8a6dd2e15a,Milk,21.2
2022-09-30,e43c8bba-0fb4-46f0-9af8-10b5a18f2033,Shampoo,55.0
2022-10-01,85e6a610-d818-4421-b17a-6b5d7be65b8b,Fruits,15.5
2022-11-13,156410ab-82ab-47cc-a0f5-a46915831809,Chips,6.3
2022-10-12,f9bb711c-b143-45dd-bc1b-b24a90bced60,Chips,6.3
2022-11-01,7f74a409-a756-4663-8421-748e122fb995,Ice cream,30.0
2022-10-28,cc03a776-4bdb-4fc7-8132-9a0f449ac22a,Shampoo,55.0
2022-11-21,b86145ab-a517-4adb-a95a-e3a7f724951a,Chips,6.3
2022-11-28,dcc92911-6a7a-4e64-842d-2040d3b4dcc7,Chips,6.3
2022-10-26,43423e36-fc76-4f99-b380-87fccc3eda9b,Chips,6.3
2022-10-17,f2190740-04be-4c6f-883d-92e783c753e1,Milk,21.2
2022-10-17,b3d115c5-9b4f-4adb-83a5-aa60bad3daaf,Chips,6.3
2022-11-01,4a568a7d-c7ea-4cf3-90cd-ecaa695318ef,Chips,6.3
2022-10-25,1b2f4f7c-956d-46b5-847d-11ffcd7de152,Chips,6.3
2022-11-29,de7ad07d-ea79-4f4a-b051-e4fc69841613,Ice cream,30.0
2022-09-16,8fb8f3ea-72ee-46a0-a695-f3e26fbae594,Fruits,15.5
2022-11-15,052814db-7d85-4ed6-b098-0eb5a3ee628f,Fruits,15.5
2022-11-29,6b542d1e-8914-4169-916a-363df6e1f647,Fruits,15.5
2022-10-13,381df786-d439-4ea1-ba1a-58d1c77fcd96,Milk,21.2
2022-09-04,fd9dde0f-58ef-466b-a9f5-c94eaa78e161,Fruits,15.5
2022-09-10,9d98a736-f4df-4dd7-beee-80e0037a370d,Fruits,15.5
2022-10-27,a6160c59-1aa4-4e2b-b120-9780efdd94f2,Shampoo,55.0
2022-10-25,58b825a3-8d90-4ec9-bde6-c2567f263247,Fruits,15.5
2022-10-30,b4bc86d7-cd64-460a-b078-81cc9d19c685,Fruits,15.5
2022-09-01,ca558593-dac7-4ce4-9abb-f271ddb22d18,Fruits,15.5
2022-09-28,39c638b6-00b8-4fba-8dbc-17f73ed641f8,Milk,21.2
2022-11-08,78fbc43c-e51a-47fc-985b-e16b72aa517c,Shampoo,55.0
2022-10-26,a80c1693-066d-4bdf-b5c7-e986dd31e4e6,Shampoo,55.0
2022-11-16,8fb8f3ea-72ee-46a0-a695-f3e26fbae594,Chips,6.3
2022-09-21,bf0b42c2-9f67-49f2-ae2d-1c6933430326,Chips,6.3
2022-09-02,a0f00bff-503c-46b3-83e3-ac54128bc273,Milk,21.2
2022-09-12,ba1ede14-18e0-4957-8ac6-88ba38d9c793,Shampoo,55.0
2022-10-06,fa9cf3ca-e31c-475f-9f5e-7914c84e3c66,Shampoo,55.0
2022-10-18,3684d8c8-a732-421f-9019-58297ee1cde3,Shampoo,55.0
2022-09-05,d69c1bf7-4696-418a-99c1-b0a4d31ba0da,Ice cream,30.0
2022-10-29,8fb15d56-a51d-4361-bd71-6b79c12d95ea,Fruits,15.5
2022-11-02,1fe4c8aa-16b8-43f0-97ea-dcb7dacc1235,Chips,6.3
2022-10-16,0a35175a-1b84-437b-a1f3-ccfb2924be10,Shampoo,55.0
2022-11-28,61c66d68-3095-47c4-8ce2-ba65a28f8467,Chips,6.3
2022-10-03,0fac0c4e-138b-49bd-a1f6-7db96a88955c,Milk,21.2
2022-11-18,cebafaa8-6eb1-417b-b363-cd8f8b076f02,Ice cream,30.0
2022-11-25,b3eec806-074f-42cf-b252-aaf2bd234e8b,Shampoo,55.0
2022-11-25,b233e5a6-f343-4a59-afd9-ce978683138e,Chips,6.3
2022-09-01,735e167a-f836-451a-a713-3b3bec418c18,Chips,6.3
2022-10-05,0af2ad46-356b-47b0-bf9c-017545b53bb4,Shampoo,55.0
2022-09-10,043c1612-01e6-4282-a0f2-8d7b3cfa91cd,Milk,21.2
2022-09-13,36400b99-7d0e-46df-b796-3d7e8171a072,Ice cream,30.0
2022-10-24,d827015d-9722-4aa0-a001-cc259d6d9cb1,Fruits,15.5
2022-11-28,5eaa0111-8fcf-4241-8d33-ccbd545fb0ff,Shampoo,55.0
2022-10-15,3e716e43-e2fe-494e-b3e3-21e0b1eced34,Ice cream,30.0
2022-10-08,04ca8c85-f9ab-4b9e-839b-6ba4fed20859,Chips,6.3
2022-11-07,d7fa086d-1d89-45d1-a1f0-bfb9d7d4f3c6,Fruits,15.5
2022-09-16,4b496167-fdae-45d7-a50b-05bf81869e81,Shampoo,55.0
2022-09-09,37d68e91-d7ae-44e6-8bd2-fbaa75207dd6,Fruits,15.5
2022-10-06,3acaae0c-8f55-4010-b8d3-e0e0b8aec480,Ice cream,30.0
2022-09-19,220cc3ae-825c-4de2-bc00-2d8a79771dd7,Shampoo,55.0
2022-10-15,4bd765ea-f9a9-43d1-be47-b4eff37187fb,Chips,6.3
2022-09-01,92374e83-9043-4621-bf5b-b2705b325c63,Shampoo,55.0
2022-09-28,9c99f3d9-60f5-44fd-a95a-3ff415d2217b,Milk,21.2
2022-09-14,11838b38-cb7d-489e-99cf-ab57c658c1ee,Fruits,15.5
2022-10-16,1b95d468-c347-4472-83b5-b542b01bdfc9,Ice cream,30.0
2022-09-08,3b00dad2-232b-454c-a9f9-1f4a8b16b158,Ice cream,30.0
2022-10-17,ba77ddfe-aad7-46b7-8ad1-102f6f2dea9d,Shampoo,55.0
2022-11-30,1b5da587-626b-4f4f-b5c8-7ca964a648cb,Fruits,15.5
2022-11-01,393960a9-e1ec-43c7-9289-bad96af366f7,Shampoo,55.0
2022-11-22,5ce4bcfd-e958-464e-95b5-a5ba3aaf72be,Milk,21.2
2022-10-22,b65dc792-50b2-49b7-b72b-c3a1143d2f9d,Milk,21.2
2022-10-07,f8aba0bd-3065-4604-901c-93b64f14ba64,Chips,6.3
2022-10-30,13e65bcd-13a2-4a0f-a617-b70df7c965ef,Shampoo,55.0
2022-09-12,11049b0a-1521-48ad-8c06-c9b32ac0310b,Milk,21.2
2022-09-24,5fbd6141-b291-4664-a302-20ec653054b8,Fruits,15.5
2022-11-06,cfd96cb8-d577-4fbc-ab07-1e0891d560d4,Fruits,15.5
2022-11-08,75fcfebe-88a7-4239-8f92-81c676f470eb,Shampoo,55.0
2022-09-03,ff08ad3f-5b0c-4130-98a0-3a365475cacc,Ice cream,30.0
2022-10-11,9223c043-1a53-435a-9727-b090d13b9d0c,Fruits,15.5
2022-10-18,19b43f8b-75e4-40ef-927b-17781827b80b,Chips,6.3
2022-11-22,f183e020-4b1c-4897-a1fa-8dc71bd24d69,Fruits,15.5
2022-10-19,37bdf550-aad2-47a4-bda9-d4dd8e1811eb,Fruits,15.5
2022-11-01,d06130df-9fde-491c-830b-06c46615fdbb,Milk,21.2
2022-11-19,7fd14981-8470-4f75-bd28-052943218bf0,Chips,6.3
2022-10-12,26d5842a-3993-4a8c-b61a-78cd340541ef,Milk,21.2
2022-09-19,3a78ab46-7c51-40b8-9f54-ec374b54bd54,Shampoo,55.0
2022-09-20,5fbd6141-b291-4664-a302-20ec653054b8,Shampoo,55.0
2022-09-17,7e365180-9886-4e3a-a6fd-5af2a36f9420,Ice cream,30.0
2022-11-09,450902ec-572d-4929-82b5-e9d6be4c95b1,Shampoo,55.0
2022-10-04,48f93ac9-c935-42c3-a6e0-f2651bca77e2,Ice cream,30.0
2022-11-11,f1930677-c3ba-4e03-8509-4b1404c0fa3b,Chips,6.3
2022-11-12,f932fe85-e559-4ebc-ba9c-cf62ce65859b,Chips,6.3
2022-09-24,d69c1bf7-4696-418a-99c1-b0a4d31ba0da,Ice cream,30.0
2022-09-14,36911723-064e-4c29-b393-fa398082b4c4,Ice cream,30.0
2022-11-15,4c41d64e-d0ab-47cc-984f-b1fe8897da5c,Milk,21.2
2022-11-30,cebafaa8-6eb1-417b-b363-cd8f8b076f02,Shampoo,55.0
2022-10-08,66b1211b-28f0-474a-8794-0ad9067a695d,Milk,21.2
2022-09-19,ad75257b-c3b0-45cf-b064-2e62453f3b78,Fruits,15.5
2022-11-28,c98e0c06-8492-4cff-81b1-9a7c958751fa,Milk,21.2
2022-11-06,b31bdcac-1c42-4360-a190-5c63c9eeb6e1,Ice cream,30.0
2022-09-07,87b4b6e3-38aa-49dc-bc7e-c3cf58586cad,Fruits,15.5
2022-09-11,9da5ad4b-a8fc-4e0c-b511-10f4c425789a,Chips,6.3
2022-10-10,a39b5421-2d94-4de7-8515-a1f9062617e1,Fruits,15.5
2022-09-29,13f70bc2-0332-4500-b31e-3cdec72a00a1,Ice cream,30.0
2022-09-05,22813f00-fbc3-412e-83c5-fd33bca2277b,Fruits,15.5
2022-10-13,caa476d1-c8cc-447b-9d64-0a85b12c33a3,Chips,6.3
2022-10-21,3f641e37-a0b3-4c10-abc4-8c283553ff7d,Milk,21.2
2022-10-21,cc03a776-4bdb-4fc7-8132-9a0f449ac22a,Ice cream,30.0
2022-10-22,bb3492e0-df3f-439a-b71b-b1b819cced82,Ice cream,30.0
2022-10-13,b3d115c5-9b4f-4adb-83a5-aa60bad3daaf,Shampoo,55.0
2022-10-05,85fc1072-2c04-4aab-a1f1-542e11071599,Milk,21.2
2022-09-16,b715c439-d12e-44c6-b3d4-5ea354321a72,Fruits,15.5
2022-10-27,e1091c24-ec70-4a3e-9159-6a8b06ef9fc5,Chips,6.3
2022-11-09,08e72d7a-fb63-4973-acb9-1baf8319e7ef,Fruits,15.5
2022-10-07,393960a9-e1ec-43c7-9289-bad96af366f7,Milk,21.2
2022-10-12,f200147d-6c26-48ec-ab59-e83b246c1c99,Shampoo,55.0
2022-09-03,21f2e3e5-9d6f-4f8a-b7a0-8595e76941d2,Fruits,15.5
2022-11-07,30c4da88-0501-48b4-9171-5225f8e0239d,Chips,6.3
2022-10-11,03f778a2-ed66-43ae-bbd4-5958417feac3,Milk,21.2
2022-10-12,33566583-5120-4342-9af2-d49c903f13f6,Milk,21.2
2022-11-16,f0952280-94ea-4a3e-a11b-27751b1f31ab,Ice cream,30.0
2022-11-03,496585e8-d5cb-4308-b2f4-dbb1c96a0dc9,Milk,21.2
2022-10-07,ba469a6a-ceba-45a5-b0ce-e1851942aaa2,Chips,6.3
2022-11-15,3974b416-6a5a-4ad4-89e0-62a3cc816e39,Ice cream,30.0
2022-11-27,d7fa086d-1d89-45d1-a1f0-bfb9d7d4f3c6,Chips,6.3
2022-09-15,29245846-9926-49c5-b9f0-70ff25ec3f46,Shampoo,55.0
2022-09-17,18b9205a-583b-498b-b4c1-eb37064f2e48,Ice cream,30.0
2022-11-25,b86145ab-a517-4adb-a95a-e3a7f724951a,Ice cream,30.0
2022-11-09,c51ff39d-35c1-45b5-b173-97917c8c1cae,Shampoo,55.0
2022-11-02,fc2b5416-72a7-4819-9e14-cefba3d26043,Chips,6.3
2022-11-21,3a428fc2-779e-4a2e-9204-f1387046d8ba,Shampoo,55.0
2022-09-12,f02a45ba-0416-4fff-a953-cbbbbb281746,Fruits,15.5
2022-10-30,f8aba0bd-3065-4604-901c-93b64f14ba64,Shampoo,55.0
2022-10-26,f53a7e6e-4b5d-45e5-a12e-7c1ca6498165,Milk,21.2
2022-10-19,3f54856d-1926-49b5-bd29-870a729b5924,Milk,21.2
2022-11-05,85e6a610-d818-4421-b17a-6b5d7be65b8b,Shampoo,55.0
2022-11-04,949ba9e9-0f1d-48a0-994d-b1065a216cd0,Fruits,15.5
2022-10-22,65e7a089-7047-43de-8de0-85af790aeb98,Fruits,15.5
2022-10-09,f183e020-4b1c-4897-a1fa-8dc71bd24d69,Ice cream,30.0
2022-11-09,3ac54315-c55b-45cf-a76d-a57eb2bc785d,Fruits,15.5
2022-10-17,251d2398-9131-49a4-812f-95c04d3f876f,Chips,6.3
2022-11-25,dc8feb9e-47c7-41c2-8ebe-53e9723617d5,Ice cream,30.0
2022-10-22,ce0ddfbf-f6c2-49e8-8569-abbbd99e4633,Fruits,15.5
2022-10-23,381df786-d439-4ea1-ba1a-58d1c77fcd96,Milk,21.2
2022-11-29,e0ac9bf3-5fb6-4338-93a9-669d79054d33,Ice cream,30.0
2022-10-13,e2c66a45-3de1-4514-b9ff-c196daa0a8c3,Shampoo,55.0
2022-09-24,b715c439-d12e-44c6-b3d4-5ea354321a72,Shampoo,55.0
2022-09-21,f6e81bdb-a05f-4ad5-91ac-7745c33bb52d,Chips,6.3
2022-09-22,1362023f-88c0-4548-a888-aec4e1c12565,Fruits,15.5
2022-11-18,156410ab-82ab-47cc-a0f5-a46915831809,Milk,21.2
2022-09-21,b52a4d01-8070-4201-8f85-43ec4edd0fee,Chips,6.3
2022-09-25,5fbd6141-b291-4664-a302-20ec653054b8,Fruits,15.5
2022-11-11,98860d97-db65-4135-aff3-d4e4090e8df3,Chips,6.3
2022-10-28,565acc6e-4fc3-41ed-a454-ff6a6ed3d5d9,Chips,6.3
2022-11-09,b3d115c5-9b4f-4adb-83a5-aa60bad3daaf,Milk,21.2
2022-10-02,92374e83-9043-4621-bf5b-b2705b325c63,Shampoo,55.0
2022-10-27,78fbc43c-e51a-47fc-985b-e16b72aa517c,Milk,21.2
2022-09-02,58551877-9256-4785-bfb6-c80db6c85147,Milk,21.2
2022-09-10,1b5da587-626b-4f4f-b5c8-7ca964a648cb,Fruits,15.5
2022-09-10,ad75257b-c3b0-45cf-b064-2e62453f3b78,Milk,21.2
2022-10-03,546082b3-4c87-4538-b0d6-7cd0e270f704,Fruits,15.5
2022-10-11,23570a18-92ab-4b70-b267-54a9ae0b03a1,Milk,21.2
2022-09-16,6ffe518d-6ad9-4383-9c2d-9842e78eac1e,Ice cream,30.0
2022-09-05,e2c66a45-3de1-4514-b9ff-c196daa0a8c3,Chips,6.3
2022-11-12,a96cd458-db06-468a-847d-7186bcae4f6b,Chips,6.3
2022-11-10,dd14a8ee-4d4c-4f32-8be8-bb859d89885a,Ice cream,30.0
2022-09-01,a80c1693-066d-4bdf-b5c7-e986dd31e4e6,Fruits,15.5
2022-09-25,b65dc792-50b2-49b7-b72b-c3a1143d2f9d,Ice cream,30.0
2022-10-24,9f02b31e-806d-44f1-ad90-b010b01dcfa9,Fruits,15.5
2022-10-05,fdd0c10e-f52b-4cb1-894e-ffe4b52ce1d8,Milk,21.2
2022-10-25,82c27c35-4611-434a-a2d8-f83fb9d224f3,Chips,6.3
2022-09-20,c8091040-6593-468d-99d2-62c0ae0e00d4,Milk,21.2
2022-11-09,2e372918-da24-4b7f-aa92-8d22aa2a38b3,Fruits,15.5
2022-11-06,bf7dcd1e-e57b-407b-88fe-fcd611f2e8c8,Ice cream,30.0
2022-10-02,1822dc41-7941-4bc9-a724-b36cc9d0a2b0,Chips,6.3
2022-09-08,4663c69e-dcc6-42a8-bec4-d8950dcca4c3,Milk,21.2
2022-10-13,949ba9e9-0f1d-48a0-994d-b1065a216cd0,Fruits,15.5
2022-10-23,226558b9-d7d1-404a-80af-590524d1554e,Shampoo,55.0
2022-10-31,f53a7e6e-4b5d-45e5-a12e-7c1ca6498165,Shampoo,55.0
2022-09-13,fa0d800f-618f-48ff-8849-db31bfe7f568,Shampoo,55.0
2022-11-02,052814db-7d85-4ed6-b098-0eb5a3ee628f,Shampoo,55.0
2022-11-29,f1930677-c3ba-4e03-8509-4b1404c0fa3b,Fruits,15.5
2022-10-29,caa476d1-c8cc-447b-9d64-0a85b12c33a3,Milk,21.2
2022-10-21,6ab27868-fc1e-43a2-aab6-3e693b3108cf,Fruits,15.5
2022-10-14,f7d353b0-d067-405f-805d-d05ae9ae74a5,Ice cream,30.0
2022-10-24,949ba9e9-0f1d-48a0-994d-b1065a216cd0,Chips,6.3
2022-09-24,0cdf33e4-c4f5-4e5c-8f32-4aa81b1c04af,Fruits,15.5
2022-09-16,f3582c27-85cf-4bd2-b5ce-185f2894155b,Milk,21.2
2022-10-29,2d651700-cf50-4f0e-9eff-9900100c5df0,Fruits,15.5
2022-10-03,f0893691-a18a-4171-86af-e685ce93f487,Shampoo,55.0
2022-10-23,5bcb6847-7877-4c29-8708-da3a47836269,Ice cream,30.0
2022-10-12,949ba9e9-0f1d-48a0-994d-b1065a216cd0,Chips,6.3
2022-10-01,c0cd2701-3965-462c-ad1c-93343be82980,Ice cream,30.0
2022-11-07,4c41d64e-d0ab-47cc-984f-b1fe8897da5c,Milk,21.2
2022-10-12,4bd71207-c964-4efa-915e-6bca37d0d991,Fruits,15.5
2022-10-31,6ab27868-fc1e-43a2-aab6-3e693b3108cf,Fruits,15.5
2022-10-06,c98e0c06-8492-4cff-81b1-9a7c958751fa,Shampoo,55.0
2022-10-07,cb91c255-67f8-440a-b678-ad7ff9a5274c,Milk,21.2
2022-09-06,7ecd42aa-1587-4020-9377-5998e0ca28b7,Chips,6.3
2022-10-20,1969dafc-60d9-41d9-85c4-131977a42fdc,Milk,21.2
2022-09-08,524e93dc-b098-4622-b1bf-20e339370686,Shampoo,55.0
2022-11-27,65375a70-98ab-4c98-9270-5adc5526d433,Fruits,15.5
2022-09-20,6d0e7638-a231-4a89-bf1f-f8d38e4d46c2,Fruits,15.5
2022-10-12,4accd118-1429-4e12-91d6-5bf8e44ea4d4,Fruits,15.5
2022-10-31,8c48f2b8-2bf9-433e-ada0-50f31590480a,Milk,21.2
2022-10-09,23221699-3abe-4a00-a2fa-af2ac729ebe3,Ice cream,30.0
2022-11-23,fab141ae-513f-4fd0-8407-93ea78fce9de,Chips,6.3
2022-09-19,26d5842a-3993-4a8c-b61a-78cd340541ef,Chips,6.3
2022-10-04,b233e5a6-f343-4a59-afd9-ce978683138e,Chips,6.3
2022-10-23,1822dc41-7941-4bc9-a724-b36cc9d0a2b0,Fruits,15.5
2022-10-03,2125ec74-e238-49cb-add9-fd22fa48e3ba,Shampoo,55.0
2022-11-14,cb91c255-67f8-440a-b678-ad7ff9a5274c,Ice cream,30.0
2022-11-26,b0e6ed64-2fd2-4e27-be8a-1afa58c56872,Ice cream,30.0
